Car_Brand,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Seats,Price
Maruti,2011,17013.338980506836,Petrol,Manual,1049,4.0,810004.3488308094
Hyundai,2011,185030.52272122,Petrol,Manual,2692,5.0,689239.286143488
Honda,2015,40237.546108236886,Petrol,Manual,2653,5.0,853064.6228484873
Honda,2021,23462.67717488601,Diesel,Manual,2303,7.0,197944.71916676697
Tata,2010,13816.886127796854,Diesel,Manual,2034,5.0,502930.5904741868
Toyota,2011,19301.897005229697,Diesel,Manual,843,5.0,539229.8072571969
Maruti,2015,46674.91727147908,Petrol,Manual,1382,5.0,918069.4996954224
Maruti,2012,30549.25399025833,Diesel,Automatic,2088,5.0,421981.76564294426
Honda,2013,98270.49420610788,Diesel,Manual,1019,7.0,750889.1107674221
Maruti,2010,38183.85953427962,Petrol,Manual,2725,5.0,657924.5817239617
Honda,2017,24298.46184879255,Diesel,Manual,1790,5.0,515670.1310588368
Tata,2022,58004.94582867339,Diesel,Automatic,2612,5.0,531493.3291741617
Honda,2016,71341.13034796724,Petrol,Automatic,1657,5.0,655077.0904826126
Hyundai,2016,19138.59738429234,Petrol,Manual,1603,5.0,278338.71959221835
Honda,2012,19173.263506538035,Petrol,Automatic,1289,5.0,982369.2987755667
Hyundai,2019,11868.036400474137,Petrol,Manual,2580,5.0,466726.88128108566
Honda,2019,76666.50603949171,Diesel,Manual,2293,5.0,602903.1609031102
Tata,2012,64503.12625735495,Diesel,Automatic,2505,5.0,1394297.586021764
Hyundai,2011,42182.70848176464,Diesel,Automatic,853,7.0,990542.4610842336
BMW,2021,102949.62453380752,Petrol,Manual,1415,5.0,388792.1453356178
Tata,2010,91909.91605846756,Petrol,Manual,1882,5.0,189647.95581159164
Maruti,2016,54016.55068179608,Diesel,Manual,2648,5.0,870609.5792457248
Maruti,2016,111350.53132645012,Diesel,Manual,1754,5.0,614209.3091019932
Maruti,2021,21523.59251852868,Petrol,Automatic,2429,5.0,753041.3255569176
Maruti,2011,15934.651069514228,Diesel,Manual,1449,5.0,974610.5658720192
Maruti,2016,25718.3902864054,Diesel,Manual,1194,5.0,1049504.9766825698
Toyota,2022,12939.055336498135,Petrol,Manual,2159,5.0,558924.918405439
Maruti,2017,47875.70214169719,Petrol,Manual,1170,5.0,649975.7946346689
Hyundai,2010,147919.06027009833,Diesel,Manual,1657,5.0,822375.5533221791
Tata,2018,12006.920820469111,Petrol,Manual,1590,5.0,848223.0554940649
Maruti,2016,16511.69399915584,Petrol,Automatic,1457,5.0,749533.0307378758
Tata,2012,40092.16241509655,Petrol,Automatic,2192,5.0,1317599.721296614
Hyundai,2017,145810.43269379972,Petrol,Manual,1183,5.0,843685.0337920497
Maruti,2016,29001.28055283935,Diesel,Automatic,2909,5.0,967652.6508799996
Toyota,2020,45386.12518856726,Diesel,Automatic,1038,5.0,779839.992923887
Honda,2022,12123.086650052584,Petrol,Automatic,994,5.0,420586.677163032
Tata,2017,18028.582566820947,Diesel,Manual,2908,5.0,502188.1330758278
Toyota,2015,225737.55422666893,Diesel,Manual,1952,5.0,381587.30532827217
Tata,2018,177790.21539099546,Diesel,Manual,2815,5.0,1106933.8317380557
Hyundai,2014,10247.61114869138,Petrol,Manual,955,5.0,322282.19409357256
Maruti,2012,161632.03993394077,Petrol,Manual,1722,5.0,637393.7168897518
Toyota,2012,60960.48067842505,CNG,Manual,2409,5.0,573312.9954330414
Tata,2010,111216.72834882552,Diesel,Manual,1774,5.0,566288.3079724156
BMW,2021,40324.61345460048,Petrol,Manual,2030,4.0,589615.9328639179
Hyundai,2017,46241.80343488856,Petrol,Manual,2614,5.0,1440907.0463232233
Hyundai,2011,43554.274975443,Petrol,Manual,1637,5.0,270930.3648047097
Toyota,2012,64960.26185327917,Diesel,Automatic,2807,5.0,1236394.3623457595
Hyundai,2017,17520.87271047286,Diesel,Automatic,2163,5.0,613374.4631070135
Tata,2017,11521.599045998564,Petrol,Automatic,1003,5.0,1016212.6863944834
Tata,2020,28403.404400689044,Petrol,Automatic,960,5.0,709823.2459113188
Hyundai,2013,70984.91737704197,Diesel,Manual,1191,5.0,398975.00989759865
Toyota,2013,21273.15272183052,Diesel,Automatic,1568,5.0,1294792.233387584
Toyota,2014,65955.92046659895,Petrol,Manual,1893,5.0,1196781.713857284
Maruti,2015,185181.51951146047,Diesel,Manual,1204,5.0,412308.6122242839
Tata,2014,14930.319686089348,CNG,Manual,1407,5.0,902418.3448612314
Honda,2016,65828.9541952268,Petrol,Manual,2414,5.0,512941.7812677825
Tata,2011,39326.89198785868,Diesel,Manual,2340,5.0,328091.19571351295
Hyundai,2016,111301.58110967584,Petrol,Manual,2637,5.0,467262.3654343247
Tata,2019,19749.05495293219,Diesel,Automatic,1489,5.0,1257472.20729102
Hyundai,2016,68984.49381901769,Diesel,Manual,2040,5.0,1028274.7425464808
Maruti,2010,101043.54307988228,Diesel,Manual,2903,5.0,592890.4860596862
Tata,2016,154671.61936901364,Diesel,Automatic,1165,5.0,1260404.070950937
Maruti,2014,67481.8117492311,Petrol,Manual,2522,5.0,1152011.84731836
Hyundai,2012,44375.63063057698,Diesel,Manual,1254,5.0,467601.0419293213
BMW,2022,58096.74277754707,Diesel,Manual,903,5.0,1412252.85409398
BMW,2012,111591.64546839557,Petrol,Manual,876,5.0,570642.3493417714
Honda,2013,52269.45460345029,Diesel,Manual,1029,7.0,607930.2535039769
Honda,2022,11542.91588669526,Diesel,Automatic,2737,5.0,273576.2868917226
Hyundai,2021,143645.27536495865,Petrol,Manual,2005,7.0,508474.7387802211
Hyundai,2011,68482.87680055751,Diesel,Manual,1692,7.0,639732.9696194335
Hyundai,2011,66429.87719397445,Diesel,Automatic,2373,5.0,790263.2214824731
Toyota,2010,22146.5999009012,Petrol,Manual,2874,5.0,399584.9870472418
Toyota,2014,63776.849683404434,CNG,Manual,2475,5.0,477449.7815282139
Toyota,2013,35032.57824479294,Petrol,Manual,1098,5.0,1427724.634250538
Toyota,2020,62667.55678436183,Petrol,Manual,1756,5.0,1114854.5016258
Maruti,2019,15635.653439134803,Petrol,Manual,1914,5.0,1215912.2666649818
Hyundai,2011,63624.615923292826,Diesel,Manual,2274,5.0,665277.4712083256
Maruti,2012,382086.1454852203,Diesel,Manual,1164,5.0,801499.2453603592
Honda,2016,12470.649944715036,Petrol,Automatic,2498,5.0,912070.6976078474
Hyundai,2016,198993.15562811145,Petrol,Manual,1150,5.0,1417316.0285646154
Tata,2021,36120.28412272986,Diesel,Manual,2704,5.0,325169.47662632307
Hyundai,2013,112301.67305078763,Petrol,Manual,1811,5.0,532253.9578234802
Maruti,2014,86251.50284671462,Diesel,Manual,1298,5.0,766889.2772608604
Maruti,2014,51852.75529632762,Diesel,Manual,1749,7.0,711954.2602960255
Toyota,2015,77056.33929263293,Diesel,Manual,2794,5.0,474691.960378144
Honda,2018,115398.45504791698,CNG,Automatic,2846,5.0,874444.3867532121
Maruti,2011,35887.50393243514,Petrol,Manual,1307,5.0,542112.8008910404
Maruti,2014,29802.961239550325,CNG,Manual,2127,5.0,687534.1319531028
Toyota,2021,65069.815858615344,Diesel,Manual,965,4.0,855894.2325073368
Maruti,2012,92472.89214855368,Diesel,Manual,1719,5.0,554108.5146879118
Tata,2013,81834.1684410256,Petrol,Manual,913,4.0,986872.2669184948
Toyota,2019,89928.27382238877,Diesel,Manual,1791,5.0,1074698.3393234834
Maruti,2015,38598.12483709432,Petrol,Manual,2751,7.0,482960.4849896019
Maruti,2021,95141.90531929316,Petrol,Manual,2058,5.0,540316.220950307
BMW,2017,16403.548132678574,Petrol,Automatic,1314,5.0,425908.6444714432
Hyundai,2010,49316.781417214144,Diesel,Automatic,2031,5.0,680305.4500184653
Hyundai,2019,10288.765275812691,Diesel,Automatic,1508,5.0,790006.648793715
Tata,2017,29621.459547159397,Diesel,Automatic,2985,5.0,579004.4398554732
Tata,2020,32821.728131459306,Diesel,Manual,1138,5.0,779504.6390657085
BMW,2016,35223.35175943337,Petrol,Automatic,867,5.0,533712.5582986891
Toyota,2010,69448.82510155722,Diesel,Manual,2396,7.0,541754.3167103154
Hyundai,2011,34596.76713557032,Petrol,Automatic,2364,5.0,809563.2065429697
Maruti,2012,39773.22927819642,Diesel,Automatic,1182,5.0,558507.820704346
Toyota,2010,23560.532436598896,Diesel,Manual,818,5.0,662981.9370057079
Honda,2018,33360.520027533814,Diesel,Automatic,2921,5.0,823325.736288622
Hyundai,2017,22891.25487665244,Diesel,Manual,1372,5.0,774122.3077393553
Tata,2011,13800.65441276936,Petrol,Manual,2099,5.0,537220.1072452491
Maruti,2022,56247.47976592281,Petrol,Manual,2743,5.0,1127974.4464675714
Hyundai,2018,65163.07375355345,Diesel,Manual,1450,5.0,318003.1275467803
Maruti,2016,58312.18650742091,Petrol,Manual,2445,5.0,180689.9097006732
Hyundai,2018,41133.88075084737,Petrol,Manual,1793,5.0,892474.7516962056
Maruti,2015,33884.517238994995,Petrol,Automatic,2138,5.0,766934.9897151706
Maruti,2015,109510.63609473775,Diesel,Manual,1700,5.0,400631.9756890253
Maruti,2020,46602.90274007968,Petrol,Automatic,2484,5.0,720254.6800566808
Honda,2013,42617.71957576247,Petrol,Automatic,2385,5.0,503816.5582990656
Toyota,2019,11298.827697100724,Diesel,Automatic,2723,5.0,861514.266009313
Honda,2019,30870.39407053988,Diesel,Automatic,2581,5.0,188756.93423749463
BMW,2022,33917.56824494026,Petrol,Manual,1936,5.0,603917.1140187543
Hyundai,2022,35443.27570989996,Petrol,Automatic,2744,5.0,526200.8116052626
Hyundai,2011,53395.552743263535,Petrol,Automatic,1837,5.0,988648.7510730324
Tata,2016,48135.855217643446,Petrol,Manual,2538,5.0,277394.1488399396
Maruti,2014,56812.56791374099,Petrol,Manual,1087,5.0,698329.1792920947
BMW,2020,82383.65643934406,Diesel,Manual,2390,4.0,887257.4150055738
Maruti,2015,93828.52007425824,Diesel,Manual,2545,5.0,1548552.7084005512
BMW,2011,73314.23719156955,Diesel,Manual,1898,5.0,540955.2432843086
Maruti,2014,165639.93625021027,Petrol,Manual,1739,5.0,796474.234149784
Tata,2019,10920.042229135,Diesel,Manual,2248,7.0,284497.10860713496
Honda,2013,20893.995535625647,Petrol,Manual,1370,5.0,681519.4093768699
BMW,2018,10379.580926570785,CNG,Automatic,1800,5.0,1168251.5749318977
Maruti,2015,62131.64632038758,Diesel,Manual,2005,4.0,1556124.8998478402
Honda,2011,124154.10050332385,Petrol,Manual,1717,5.0,832487.4946678733
BMW,2010,23951.467213888674,Diesel,Manual,2674,5.0,317213.0601586616
Honda,2014,140888.45831118594,Petrol,Manual,1632,4.0,1259866.0729861048
Honda,2018,13107.995096936032,Diesel,Automatic,2478,5.0,318398.6403184954
Toyota,2015,146236.44615000588,Petrol,Manual,1415,5.0,383422.3824909423
Hyundai,2019,31664.12396532692,Petrol,Manual,1205,5.0,1312694.528530574
Honda,2021,15347.023069596842,Diesel,Manual,2549,5.0,658189.1377114349
Honda,2016,43264.12744497058,Petrol,Manual,892,5.0,512942.3974839783
Tata,2014,24837.928153908597,Diesel,Automatic,1453,5.0,945615.70105494
Maruti,2019,26764.749629583097,Petrol,Manual,1233,7.0,738811.4135331742
Hyundai,2015,28357.18935806393,Diesel,Manual,1935,5.0,1117270.4883645314
BMW,2014,91234.15099827116,Diesel,Manual,1174,5.0,755138.5239578714
Tata,2020,48735.356906913024,Diesel,Manual,1866,5.0,763411.4460283561
Hyundai,2018,28648.034787672623,Petrol,Manual,1006,5.0,1098019.6547020683
Honda,2015,57123.238047725616,Petrol,Manual,1579,5.0,653939.4391433375
Hyundai,2020,72965.58623240507,Petrol,Manual,2119,5.0,442757.5168773299
Maruti,2017,25915.587110402303,Petrol,Manual,1941,5.0,971834.806093042
Hyundai,2011,36683.3166979551,Diesel,Manual,1331,5.0,593607.5806970755
Hyundai,2021,16498.947976070027,Diesel,Automatic,889,5.0,784092.9816165647
Honda,2022,19992.67838610693,Diesel,Automatic,1917,7.0,261025.79459964935
Maruti,2018,67146.68463130851,Diesel,Manual,812,5.0,641331.2440334288
BMW,2014,20010.32807418236,Diesel,Automatic,2657,5.0,529918.0650293741
BMW,2016,47239.22498660501,Diesel,Manual,1604,5.0,258039.69426533976
Toyota,2019,71729.54997198428,Petrol,Manual,1744,5.0,650934.3287677617
Honda,2022,15651.544176023524,Diesel,Automatic,2657,5.0,661392.2685050435
Hyundai,2010,51886.94362840734,Diesel,Automatic,2410,5.0,811256.0011033148
Tata,2019,24823.54800462421,Diesel,Automatic,2759,7.0,1158665.5968965662
Toyota,2014,174743.1485903963,Petrol,Manual,1852,5.0,1068455.2239094337
Maruti,2021,43038.41856634036,Petrol,Manual,1095,5.0,547398.0743841792
Tata,2019,91992.93587176796,Petrol,Automatic,1725,5.0,746306.6957359686
Tata,2011,49950.56249968056,Diesel,Manual,1439,7.0,867286.4358351834
Tata,2021,12219.152463993309,Diesel,Manual,1427,5.0,554777.8753913604
Toyota,2015,60140.299178717614,Petrol,Manual,1967,4.0,330644.4169953817
Honda,2020,161210.02600623664,CNG,Manual,1741,5.0,618104.07102539
Hyundai,2010,56016.42113769123,Petrol,Manual,1629,5.0,1182438.6969156803
Tata,2012,95515.11073538644,Petrol,Manual,2570,5.0,323888.86702393246
Tata,2014,117797.32650770168,Petrol,Automatic,1775,5.0,422052.30538497726
Maruti,2013,22943.70329182501,Diesel,Manual,1754,5.0,464111.1833666165
Maruti,2012,21915.70470900779,Diesel,Manual,2062,4.0,424254.3924024327
Hyundai,2019,57206.35323547652,Petrol,Manual,1751,5.0,947638.1671203546
Tata,2022,36468.87161667887,Diesel,Manual,1743,5.0,502895.76383205736
BMW,2014,101585.7491084462,Petrol,Manual,2004,5.0,959885.0925666838
Maruti,2020,125140.8176856428,Diesel,Manual,2935,5.0,697952.432062532
Honda,2017,31803.023921175736,Diesel,Automatic,2334,5.0,292221.8064039291
Hyundai,2020,23516.380730422155,Diesel,Manual,1896,5.0,560511.5878364712
BMW,2013,85825.96478962243,Petrol,Automatic,978,5.0,1083943.0378184137
Tata,2010,26065.80613670829,CNG,Manual,2628,5.0,735398.6995805004
Tata,2020,96471.44627595176,Diesel,Manual,2057,7.0,580793.9759536557
Hyundai,2016,37559.66503777051,Petrol,Manual,1264,5.0,1189391.333296458
Hyundai,2017,65063.27516026851,Diesel,Manual,2574,5.0,403312.3119729678
Hyundai,2012,15020.60086455629,Petrol,Automatic,2030,5.0,511518.477892342
Maruti,2015,58889.60345326871,Diesel,Manual,1684,5.0,1034822.8836066852
Tata,2011,40052.80689813925,Petrol,Manual,2132,5.0,938250.5274439728
Tata,2016,54168.00520333024,Diesel,Automatic,2454,5.0,388307.244944975
BMW,2017,19196.995746157896,Diesel,Automatic,1744,4.0,853224.8135826412
BMW,2015,76756.06523742664,Petrol,Automatic,1724,5.0,499054.1585489161
Honda,2015,109314.71316059388,Petrol,Manual,2738,5.0,253420.32400587745
Toyota,2014,22214.516334426968,Petrol,Automatic,1293,5.0,586256.2084844139
Tata,2017,15030.510563140047,Petrol,Manual,2346,4.0,1606277.515553508
Tata,2010,11196.1229965787,Petrol,Manual,2769,5.0,1093075.6013942072
Maruti,2019,61357.134402479365,Diesel,Manual,1894,5.0,668011.2433827794
Hyundai,2013,56709.24866619591,Petrol,Manual,2625,7.0,315516.3074403559
Maruti,2013,49559.77066917829,Petrol,Manual,1562,5.0,256423.1779786225
BMW,2012,23194.83314706444,Diesel,Manual,849,5.0,698995.4963536271
Honda,2012,34789.13325326026,Petrol,Automatic,1705,5.0,826540.817967434
Maruti,2013,55128.8023769661,Diesel,Manual,1363,5.0,952965.4498509928
Toyota,2020,44335.0857495958,Diesel,Manual,1582,5.0,900756.2521201704
Honda,2010,230256.65816906636,Diesel,Manual,2840,5.0,937766.701606512
Hyundai,2020,17334.580630766366,Diesel,Automatic,2631,5.0,778867.2908321515
Maruti,2022,69395.87812102318,Diesel,Manual,1383,5.0,1176804.0841791653
Toyota,2020,35902.48004051997,Petrol,Manual,2119,5.0,529423.4250342915
Honda,2011,37948.26628258578,Petrol,Automatic,1035,5.0,693987.5882531533
Toyota,2018,73221.14307095265,Petrol,Automatic,2903,5.0,292693.9792608421
Honda,2019,68953.62876599072,Diesel,Manual,2742,5.0,524135.7563343932
Tata,2011,246969.34039321847,Petrol,Manual,1159,7.0,1078507.8075732929
Honda,2014,16870.906206829153,Diesel,Automatic,2730,5.0,923362.572817051
Honda,2018,15496.86250203277,CNG,Manual,909,5.0,223225.5482839849
Tata,2018,74429.13828367711,Diesel,Manual,991,5.0,1666900.946244212
Hyundai,2017,53183.362523399024,Diesel,Automatic,1703,7.0,736314.6394455346
Maruti,2010,26021.329622501307,Petrol,Manual,1916,5.0,742971.0218309909
Maruti,2010,14137.534367389871,Diesel,Manual,1661,5.0,508518.36007670406
Toyota,2018,14477.543553195395,Diesel,Manual,1883,5.0,561869.9229660811
Honda,2022,122305.92562327946,Petrol,Manual,1449,5.0,732395.2796781077
Toyota,2020,20651.4515929982,Petrol,Manual,838,5.0,898239.2190831467
Maruti,2017,29531.64964737904,Diesel,Automatic,1436,5.0,796430.2762320525
Maruti,2019,22851.591504781667,Diesel,Manual,1836,5.0,527579.8861023365
Maruti,2018,31924.96174052104,Diesel,Manual,835,5.0,439941.6704154516
Hyundai,2016,13597.568036581491,Diesel,Manual,2948,5.0,426339.5443468951
Honda,2012,46600.61610127674,Diesel,Manual,2161,5.0,1119561.2973856009
Hyundai,2012,13500.342318872068,Diesel,Automatic,2783,5.0,1054304.6864473005
Hyundai,2011,90561.1021079626,Petrol,Manual,965,5.0,858842.5605445544
Tata,2014,23309.8653842103,Petrol,Manual,2679,5.0,1115613.433384987
Hyundai,2021,48827.734557429736,Petrol,Manual,830,5.0,643487.2153550145
Honda,2021,116046.14082448708,Diesel,Manual,810,5.0,1010493.0082222956
Toyota,2012,62616.6020205132,Diesel,Manual,2811,5.0,880216.6665337211
Hyundai,2015,48066.781628736586,Diesel,Manual,2943,5.0,1023718.1706809566
Honda,2011,29602.8021242073,Petrol,Automatic,1285,5.0,406955.7580391718
Tata,2021,30248.40506119234,Diesel,Manual,2089,5.0,212778.957870086
Tata,2012,65355.4575284868,Diesel,Manual,2247,5.0,773584.238406189
Maruti,2014,266974.8337353652,Diesel,Manual,2743,4.0,576756.8397406301
Tata,2021,64211.68634826156,Diesel,Automatic,2763,5.0,237376.23454302864
Hyundai,2020,50797.77554839906,Petrol,Manual,2651,5.0,1207390.5989943338
Hyundai,2020,75587.27620964056,Diesel,Manual,2269,5.0,1055736.3162459242
Hyundai,2010,41293.64639912045,Petrol,Manual,2166,5.0,806142.8221557447
BMW,2022,13101.342174160876,Petrol,Manual,1790,5.0,452373.50272185606
Hyundai,2010,51310.71300719805,Petrol,Automatic,1624,5.0,287478.7037961752
Hyundai,2019,168060.17136476675,Diesel,Manual,2262,7.0,236196.39153671372
Honda,2018,19636.958147035177,CNG,Manual,2953,5.0,522321.3620988714
Maruti,2016,68559.93792341289,Diesel,Automatic,1025,5.0,944411.7390921668
Maruti,2010,21215.567187112894,Diesel,Automatic,1576,5.0,579648.863352597
Maruti,2021,48374.97130132232,Diesel,Automatic,1912,5.0,863923.0657720309
Maruti,2017,15083.724185118044,Diesel,Automatic,1487,5.0,884646.2279359635
Maruti,2012,39925.58289229404,Petrol,Manual,1329,5.0,937770.8731152544
Maruti,2017,80562.83292712283,Petrol,Manual,1771,5.0,267906.2368086112
Honda,2014,31352.688074272708,Petrol,Manual,1735,5.0,471317.9593982092
Maruti,2010,64668.06364380442,Petrol,Manual,2222,5.0,856255.5393088172
Hyundai,2016,89347.13214581751,Petrol,Manual,2953,5.0,1336708.517209885
Tata,2014,140986.73463521045,Petrol,Manual,2094,5.0,1153823.9538962122
Hyundai,2015,23370.58438577778,Petrol,Manual,2798,5.0,786177.1443121043
Toyota,2015,35484.30664572674,CNG,Automatic,2326,4.0,1213716.142884984
Maruti,2017,18268.26726612014,Petrol,Manual,1478,5.0,783298.2762735492
Maruti,2018,254532.74810240275,Petrol,Automatic,839,5.0,320149.5757048747
Maruti,2011,140865.45485792862,Petrol,Manual,1905,5.0,930095.7082364212
Maruti,2018,48821.77993995613,Diesel,Manual,1644,5.0,1173328.6188703869
Hyundai,2021,102268.54960309858,Petrol,Manual,2543,5.0,1544032.971454379
Maruti,2020,46798.34776491431,Petrol,Manual,1246,5.0,515443.6013036356
Maruti,2019,58853.24243108654,Diesel,Manual,2034,5.0,387787.7389710079
Maruti,2018,14667.44897715109,Petrol,Automatic,2150,5.0,1011930.246439819
Hyundai,2022,80380.07175778695,Petrol,Manual,1026,5.0,831708.3098268938
Maruti,2019,16831.866761445355,Petrol,Manual,847,5.0,796001.6489088131
Hyundai,2019,97454.43674676697,Petrol,Manual,2262,5.0,1222103.4412306289
Honda,2016,86169.45335093325,Petrol,Manual,2630,5.0,1010008.2263110433
Toyota,2010,71677.75345468045,Petrol,Automatic,986,5.0,869459.0252211397
Maruti,2016,11841.518402577656,Diesel,Automatic,2732,5.0,546449.5291183463
Toyota,2019,28057.70200257751,Diesel,Manual,1648,5.0,970550.017254138
Honda,2014,25266.00695895637,Diesel,Manual,2832,5.0,380597.9168345912
Maruti,2015,32325.013100975848,Petrol,Manual,2052,7.0,782227.7608109805
Tata,2019,14586.18202861888,Diesel,Automatic,2213,4.0,672329.9518931492
Tata,2016,148197.5650446037,Petrol,Manual,1778,5.0,313640.2457555013
Maruti,2014,50349.65093815907,Petrol,Manual,2412,5.0,832870.2216883815
Hyundai,2016,28229.90609738011,Diesel,Automatic,1816,5.0,515975.79785252654
Tata,2018,35290.371555329955,Petrol,Manual,2681,5.0,823181.5903433764
Toyota,2012,39638.18011213151,Petrol,Automatic,1069,5.0,427739.0100050332
Maruti,2017,55888.8835110396,Diesel,Manual,2430,5.0,1014912.6149212262
Maruti,2011,46250.41260227198,Diesel,Manual,1109,5.0,1440143.2184187132
Hyundai,2020,135907.85232588233,Petrol,Manual,2843,5.0,380660.2095738867
Hyundai,2016,44354.62564603948,Diesel,Automatic,2374,5.0,427483.3990400903
Honda,2022,252413.16326801176,CNG,Automatic,1895,5.0,352335.007211259
Hyundai,2011,105333.255666414,Petrol,Manual,2495,7.0,616429.6171685797
Hyundai,2013,21691.934191971595,Petrol,Manual,2245,5.0,817090.9188801709
Toyota,2016,143389.9730294427,Petrol,Manual,2967,5.0,942117.4819986218
Maruti,2012,16185.638975497146,Petrol,Automatic,1019,5.0,774871.9784800274
Hyundai,2011,95036.47870053627,Petrol,Manual,852,7.0,928292.2740075164
Toyota,2020,33952.08093335485,Diesel,Manual,2557,5.0,660944.9747628763
Tata,2019,115176.1884121618,Diesel,Manual,2274,5.0,513139.5715944061
Honda,2016,111269.14595778134,Diesel,Automatic,2466,5.0,432409.988749823
Honda,2010,91975.63291787238,Petrol,Manual,2060,5.0,627310.3694147598
Maruti,2017,88039.63467821306,Diesel,Manual,1519,5.0,437308.7453971008
Hyundai,2012,28169.093479589337,CNG,Manual,1205,5.0,805382.4671379225
Honda,2021,14219.066460037471,Diesel,Automatic,871,7.0,440560.2331758582
Maruti,2021,35790.24823711498,Petrol,Manual,2653,5.0,539380.3231689557
Hyundai,2022,19529.25116833288,Diesel,Manual,2853,5.0,1116779.8074359666
Hyundai,2011,69364.1575488737,Petrol,Automatic,2029,5.0,1169063.788086669
Maruti,2012,31240.02131065532,Petrol,Manual,2367,5.0,1151148.290284137
Hyundai,2014,195679.5151063541,Petrol,Manual,1186,5.0,666176.0672780355
Maruti,2020,61217.755726806216,Diesel,Manual,2591,5.0,522863.41854915774
Hyundai,2017,96433.75877049688,Diesel,Automatic,1498,5.0,864196.2435259487
Maruti,2019,17108.41043832797,Petrol,Manual,2000,5.0,444797.57503492216
Tata,2016,109030.32716682256,Petrol,Automatic,1626,5.0,964425.5995671748
Honda,2016,138040.07243080664,Petrol,Manual,2622,5.0,501023.5926259324
Toyota,2021,43380.00702741247,Petrol,Manual,1148,5.0,614997.8531696975
Toyota,2016,56602.327491249525,Petrol,Manual,2078,5.0,974769.8379238136
Hyundai,2017,82368.03671659189,Petrol,Automatic,1107,7.0,282264.2870745952
